"","FECHA_ADMINISTRACION","GRUPO_ETARIO","GENERO","VACUNA","TIPO_EFECTOR","DOSIS_1","DOSIS_2","ID_CARGA","DOSIS_3"
"34",2021-02-14,"51 a 60","M","Sputnik","Privado",0,1,NA,0
"35",2021-02-14,"51 a 60","M","Sputnik","Público",0,1,NA,0
"36",2021-02-16,"30 o menos","F","Sputnik","Público nacional",0,1,NA,0
"37",2021-02-16,"30 o menos","M","Sputnik","Público nacional",0,1,NA,0
"38",2021-02-16,"31 a 40","F","Sputnik","Privado",3,5,NA,0
"39",2021-02-16,"31 a 40","F","Sputnik","Público",0,4,NA,0
"40",2021-02-16,"31 a 40","F","Sputnik","Público nacional",0,6,NA,0
"41",2021-02-16,"31 a 40","M","Sputnik","Privado",2,4,NA,0
"42",2021-02-16,"31 a 40","M","Sputnik","Público nacional",0,2,NA,0
"43",2021-02-16,"41 a 50","F","Sputnik","Privado",1,6,NA,0
"44",2021-02-16,"41 a 50","F","Sputnik","Público",0,2,NA,0
"45",2021-02-16,"41 a 50","F","Sputnik","Público nacional",0,5,NA,0
"46",2021-02-16,"41 a 50","M","Sputnik","Público nacional",0,2,NA,0
"47",2021-02-16,"51 a 60","F","Sputnik","Público nacional",0,3,NA,0
"48",2021-02-17,"30 o menos","F","Sputnik","Privado",70,10,NA,0
"49",2021-02-17,"30 o menos","F","Sputnik","Público",109,17,NA,0
"50",2021-02-17,"30 o menos","F","Sputnik","Público nacional",15,8,NA,0
"51",2021-02-17,"30 o menos","M","Sputnik","Privado",58,4,NA,0
"52",2021-02-17,"30 o menos","M","Sputnik","Público",41,9,NA,0
"53",2021-02-17,"30 o menos","M","Sputnik","Público nacional",9,8,NA,0
"54",2021-02-17,"31 a 40","F","Sputnik","Privado",152,20,NA,0
"55",2021-02-17,"31 a 40","F","Sputnik","Público",193,45,NA,0
"56",2021-02-17,"31 a 40","F","Sputnik","Público nacional",30,14,NA,0
"57",2021-02-17,"31 a 40","M","Sputnik","Privado",84,11,NA,0
"58",2021-02-17,"31 a 40","M","Sputnik","Público",104,26,NA,0
"59",2021-02-17,"31 a 40","M","Sputnik","Público nacional",18,7,NA,0
"60",2021-02-17,"41 a 50","F","Sputnik","Privado",136,7,NA,0
"61",2021-02-17,"41 a 50","F","Sputnik","Público",204,47,NA,0
"62",2021-02-17,"41 a 50","F","Sputnik","Público nacional",29,11,NA,0
"63",2021-02-17,"41 a 50","M","Sputnik","Privado",48,7,NA,0
"64",2021-02-17,"41 a 50","M","Sputnik","Público",87,18,NA,0
"65",2021-02-17,"41 a 50","M","Sputnik","Público nacional",5,5,NA,0
"66",2021-02-17,"51 a 60","F","Sputnik","Privado",55,3,NA,0
"67",2021-02-17,"51 a 60","F","Sputnik","Público",184,17,NA,0
"68",2021-02-17,"51 a 60","F","Sputnik","Público nacional",19,8,NA,0
"69",2021-02-17,"51 a 60","M","Sputnik","Privado",37,3,NA,0
"70",2021-02-17,"51 a 60","M","Sputnik","Público",88,7,NA,0
"71",2021-02-17,"51 a 60","M","Sputnik","Público nacional",8,3,NA,0
"72",2021-02-17,"61 a 70","F","Sputnik","Privado",16,0,NA,0
"73",2021-02-17,"61 a 70","F","Sputnik","Público",79,1,NA,0
"74",2021-02-17,"61 a 70","F","Sputnik","Público nacional",10,0,NA,0
"75",2021-02-17,"61 a 70","M","Sputnik","Privado",28,0,NA,0
"76",2021-02-17,"61 a 70","M","Sputnik","Público",64,1,NA,0
"77",2021-02-17,"61 a 70","M","Sputnik","Público nacional",5,0,NA,0
"78",2021-02-17,"71 a 80","F","Sputnik","Público",4,0,NA,0
"79",2021-02-17,"71 a 80","M","Sputnik","Privado",8,0,NA,0
"80",2021-02-17,"71 a 80","M","Sputnik","Público",4,0,NA,0
"81",2021-02-18,"30 o menos","F","Sputnik","Privado",191,11,NA,0
"82",2021-02-18,"30 o menos","F","Sputnik","Público",273,20,NA,0
"83",2021-02-18,"30 o menos","F","Sputnik","Público nacional",44,6,NA,0
"84",2021-02-18,"30 o menos","M","Sputnik","Privado",93,4,NA,0
"85",2021-02-18,"30 o menos","M","Sputnik","Público",90,13,NA,0
"86",2021-02-18,"30 o menos","M","Sputnik","Público nacional",17,2,NA,0
"87",2021-02-18,"31 a 40","F","Sputnik","Privado",430,22,NA,0
"88",2021-02-18,"31 a 40","F","Sputnik","Público",484,43,NA,0
"89",2021-02-18,"31 a 40","F","Sputnik","Público nacional",73,6,NA,0
"90",2021-02-18,"31 a 40","M","Sputnik","Privado",211,18,NA,0
"91",2021-02-18,"31 a 40","M","Sputnik","Público",241,19,NA,0
"92",2021-02-18,"31 a 40","M","Sputnik","Público nacional",36,4,NA,0
"93",2021-02-18,"41 a 50","F","Sputnik","Privado",298,16,NA,0
"94",2021-02-18,"41 a 50","F","Sputnik","Público",606,41,NA,0
"95",2021-02-18,"41 a 50","F","Sputnik","Público nacional",63,7,NA,0
"96",2021-02-18,"41 a 50","M","Sputnik","Privado",147,7,NA,0
"97",2021-02-18,"41 a 50","M","Sputnik","Público",178,26,NA,0
"98",2021-02-18,"41 a 50","M","Sputnik","Público nacional",21,4,NA,0
"99",2021-02-18,"51 a 60","F","Sputnik","Privado",186,5,NA,0
"100",2021-02-18,"51 a 60","F","Sputnik","Público",507,13,NA,0
"101",2021-02-18,"51 a 60","F","Sputnik","Público nacional",70,4,NA,0
"102",2021-02-18,"51 a 60","M","Sputnik","Privado",120,0,NA,0
"103",2021-02-18,"51 a 60","M","Sputnik","Público",205,11,NA,0
"104",2021-02-18,"51 a 60","M","Sputnik","Público nacional",25,5,NA,0
"105",2021-02-18,"61 a 70","F","Sputnik","Privado",67,0,NA,0
"106",2021-02-18,"61 a 70","F","Sputnik","Público",299,3,NA,0
"107",2021-02-18,"61 a 70","F","Sputnik","Público nacional",24,1,NA,0
"108",2021-02-18,"61 a 70","M","Sputnik","Privado",71,0,NA,0
"109",2021-02-18,"61 a 70","M","Sputnik","Público",184,2,NA,0
"110",2021-02-18,"61 a 70","M","Sputnik","Público nacional",12,0,NA,0
"111",2021-02-18,"71 a 80","F","Sputnik","Privado",5,0,NA,0
"112",2021-02-18,"71 a 80","F","Sputnik","Público",90,0,NA,0
"113",2021-02-18,"71 a 80","M","Sputnik","Privado",15,0,NA,0
"114",2021-02-18,"71 a 80","M","Sputnik","Público",63,0,NA,0
"115",2021-02-18,"71 a 80","M","Sputnik","Público nacional",1,0,NA,0
"116",2021-02-18,"81 a 90","F","Sputnik","Público",6,0,NA,0
"117",2021-02-18,"81 a 90","M","Sputnik","Privado",3,0,NA,0
"118",2021-02-18,"81 a 90","M","Sputnik","Público",16,0,NA,0
"119",2021-02-19,"30 o menos","F","Sputnik","Privado",172,5,NA,0
"120",2021-02-19,"30 o menos","F","Sputnik","Público",295,24,NA,0
"121",2021-02-19,"30 o menos","F","Sputnik","Público nacional",38,6,NA,0
"122",2021-02-19,"30 o menos","M","Sputnik","Privado",67,0,NA,0
"123",2021-01-20,"51 a 60","M","Sputnik","Público nacional",5,0,NA,0
"124",2021-01-20,"61 a 70","F","Sputnik","Privado",1,0,NA,0
"125",2021-01-20,"61 a 70","F","Sputnik","Público",1,1,NA,0
"126",2021-01-21,"30 o menos","F","Sputnik","Público",4,19,NA,0
"127",2021-01-21,"30 o menos","F","Sputnik","Público nacional",6,0,NA,0
"128",2021-01-21,"30 o menos","M","Sputnik","Privado",1,0,NA,0
"129",2021-01-21,"30 o menos","M","Sputnik","Público",8,13,NA,0
"130",2021-01-21,"30 o menos","M","Sputnik","Público nacional",1,0,NA,0
"131",2021-01-21,"31 a 40","F","Sputnik","Privado",1,0,NA,0
"132",2021-01-21,"31 a 40","F","Sputnik","Público",14,32,NA,0
"133",2021-01-21,"31 a 40","F","Sputnik","Público nacional",6,0,NA,0
"134",2021-01-21,"31 a 40","M","Sputnik","Público",2,35,NA,0
"135",2021-01-21,"31 a 40","M","Sputnik","Público nacional",8,0,NA,0
"136",2021-01-21,"41 a 50","F","Sputnik","Público",17,36,NA,0
"137",2021-01-21,"41 a 50","F","Sputnik","Público nacional",11,0,NA,0
"138",2021-01-21,"41 a 50","M","Sputnik","Público",8,23,NA,0
"139",2021-01-21,"41 a 50","M","Sputnik","Público nacional",4,0,NA,0
"140",2021-01-21,"51 a 60","F","Sputnik","Privado",1,0,NA,0
"141",2021-01-21,"51 a 60","F","Sputnik","Público",12,22,NA,0
"142",2021-01-21,"51 a 60","F","Sputnik","Público nacional",6,0,NA,0
"143",2021-01-21,"51 a 60","M","Sputnik","Público",8,12,NA,0
"144",2021-01-21,"51 a 60","M","Sputnik","Público nacional",2,0,NA,0
"145",2021-01-21,"61 a 70","F","Sputnik","Público nacional",1,0,NA,0
"146",2021-01-21,"61 a 70","M","Sputnik","Público",3,1,NA,0
"147",2021-01-21,"61 a 70","M","Sputnik","Público nacional",1,0,NA,0
"148",2021-01-22,"30 o menos","F","Sputnik","Público",3,7,NA,0
"149",2021-01-22,"30 o menos","M","Sputnik","Público",1,5,NA,0
"150",2021-01-09,"41 a 50","F","Sputnik","Privado",2,0,NA,0
"151",2021-01-09,"41 a 50","F","Sputnik","Público",65,0,NA,0
"152",2021-01-09,"41 a 50","F","Sputnik","Público nacional",19,0,NA,0
"153",2021-01-09,"41 a 50","M","Sputnik","Privado",3,0,NA,0
"154",2021-01-09,"41 a 50","M","Sputnik","Público",42,0,NA,0
"155",2021-01-09,"41 a 50","M","Sputnik","Público nacional",7,0,NA,0
"156",2021-01-09,"51 a 60","F","Sputnik","Privado",3,0,NA,0
"157",2021-01-09,"51 a 60","F","Sputnik","Público",36,0,NA,0
"158",2021-01-09,"51 a 60","F","Sputnik","Público nacional",5,0,NA,0
"159",2021-01-09,"51 a 60","M","Sputnik","Público",31,0,NA,0
"160",2021-01-09,"51 a 60","M","Sputnik","Público nacional",1,0,NA,0
"161",2021-01-10,"30 o menos","F","Sputnik","Privado",12,0,NA,0
"162",2021-01-10,"30 o menos","F","Sputnik","Público",36,0,NA,0
"163",2021-01-10,"30 o menos","M","Sputnik","Privado",9,0,NA,0
"164",2021-01-10,"30 o menos","M","Sputnik","Público",24,0,NA,0
"165",2021-01-10,"31 a 40","F","Sputnik","Privado",28,0,NA,0
"166",2021-01-10,"31 a 40","F","Sputnik","Público",123,0,NA,0
"167",2021-01-10,"31 a 40","M","Sputnik","Privado",17,0,NA,0
"168",2021-01-10,"31 a 40","M","Sputnik","Público",72,0,NA,0
"169",2021-01-10,"41 a 50","F","Sputnik","Privado",12,0,NA,0
"170",2021-01-10,"41 a 50","F","Sputnik","Público",90,0,NA,0
"171",2021-01-10,"41 a 50","M","Sputnik","Privado",9,0,NA,0
"172",2021-01-10,"41 a 50","M","Sputnik","Público",44,0,NA,0
"173",2021-01-10,"51 a 60","F","Sputnik","Privado",1,0,NA,0
"174",2021-01-10,"51 a 60","F","Sputnik","Público",57,0,NA,0
"175",2021-01-10,"51 a 60","M","Sputnik","Privado",3,0,NA,0
"176",2021-01-10,"51 a 60","M","Sputnik","Público",28,0,NA,0
"177",2021-01-10,"61 a 70","M","Sputnik","Privado",1,0,NA,0
"178",2021-01-10,"61 a 70","M","Sputnik","Público",1,0,NA,0
"179",2021-01-11,"30 o menos","F","Sputnik","Privado",29,0,NA,0
"180",2021-01-11,"30 o menos","F","Sputnik","Público",203,0,NA,0
"181",2021-01-11,"30 o menos","F","Sputnik","Público nacional",26,0,NA,0
"182",2021-01-11,"30 o menos","M","Sputnik","Privado",19,0,NA,0
"183",2021-01-11,"30 o menos","M","Sputnik","Público",83,0,NA,0
"184",2021-01-11,"30 o menos","M","Sputnik","Público nacional",9,0,NA,0
"185",2021-01-11,"31 a 40","F","Sputnik","Privado",69,0,NA,0
"186",2021-01-11,"31 a 40","F","Sputnik","Público",294,0,NA,0
"187",2021-01-11,"31 a 40","F","Sputnik","Público nacional",38,0,NA,0
"188",2021-01-11,"31 a 40","M","Sputnik","Privado",51,0,NA,0
"189",2021-01-11,"31 a 40","M","Sputnik","Público",195,0,NA,0
"190",2021-01-11,"31 a 40","M","Sputnik","Público nacional",19,0,NA,0
"191",2021-01-11,"41 a 50","F","Sputnik","Privado",54,0,NA,0
"192",2021-01-11,"41 a 50","F","Sputnik","Público",254,0,NA,0
"193",2021-01-11,"41 a 50","F","Sputnik","Público nacional",15,0,NA,0
"194",2021-01-11,"41 a 50","M","Sputnik","Privado",32,0,NA,0
"195",2021-01-11,"41 a 50","M","Sputnik","Público",131,0,NA,0
"196",2021-01-11,"41 a 50","M","Sputnik","Público nacional",11,0,NA,0
"197",2021-01-11,"51 a 60","F","Sputnik","Privado",22,0,NA,0
"198",2021-01-11,"51 a 60","F","Sputnik","Público",174,0,NA,0
"199",2021-01-11,"51 a 60","F","Sputnik","Público nacional",10,0,NA,0
"200",2021-01-11,"51 a 60","M","Sputnik","Privado",12,0,NA,0
"201",2021-01-11,"51 a 60","M","Sputnik","Público",86,0,NA,0
"202",2021-01-11,"51 a 60","M","Sputnik","Público nacional",7,0,NA,0
"203",2021-01-11,"61 a 70","F","Sputnik","Público",3,0,NA,0
"204",2021-01-11,"61 a 70","M","Sputnik","Público",2,0,NA,0
"205",2021-01-12,"30 o menos","F","Sputnik","Privado",12,0,NA,0
"206",2021-01-12,"30 o menos","F","Sputnik","Público",145,0,NA,0
"207",2021-01-12,"30 o menos","F","Sputnik","Público nacional",33,0,NA,0
"208",2021-01-12,"30 o menos","M","Sputnik","Privado",8,0,NA,0
"209",2021-01-12,"30 o menos","M","Sputnik","Público",71,0,NA,0
"210",2021-01-12,"30 o menos","M","Sputnik","Público nacional",16,0,NA,0
"211",2021-01-12,"31 a 40","F","Sputnik","Privado",67,0,NA,0
"212",2021-01-12,"31 a 40","F","Sputnik","Público",265,0,NA,0
"213",2021-01-12,"31 a 40","F","Sputnik","Público nacional",56,0,NA,0
"214",2021-01-12,"31 a 40","M","Sputnik","Privado",48,0,NA,0
"215",2021-01-12,"31 a 40","M","Sputnik","Público",155,0,NA,0
"216",2021-01-12,"31 a 40","M","Sputnik","Público nacional",32,0,NA,0
"217",2021-01-12,"41 a 50","F","Sputnik","Privado",30,0,NA,0
"218",2021-01-12,"41 a 50","F","Sputnik","Público",229,0,NA,0
"219",2021-01-12,"41 a 50","F","Sputnik","Público nacional",31,0,NA,0
"220",2021-01-12,"41 a 50","M","Sputnik","Privado",27,0,NA,0
"221",2021-01-12,"41 a 50","M","Sputnik","Público",102,0,NA,0
"222",2021-01-12,"41 a 50","M","Sputnik","Público nacional",21,0,NA,0
"223",2021-01-12,"51 a 60","F","Sputnik","Privado",24,0,NA,0
"224",2021-01-12,"51 a 60","F","Sputnik","Público",174,0,NA,0
"225",2021-01-12,"51 a 60","F","Sputnik","Público nacional",22,0,NA,0
"226",2021-01-12,"51 a 60","M","Sputnik","Privado",13,0,NA,0
"227",2021-01-12,"51 a 60","M","Sputnik","Público",86,0,NA,0
"228",2021-01-12,"51 a 60","M","Sputnik","Público nacional",9,0,NA,0
"229",2021-01-12,"61 a 70","F","Sputnik","Privado",1,0,NA,0
"230",2021-01-12,"61 a 70","M","Sputnik","Público nacional",1,0,NA,0
"231",2021-01-13,"30 o menos","F","Sputnik","Privado",47,0,NA,0
"232",2021-01-13,"30 o menos","F","Sputnik","Público",114,0,NA,0
"233",2021-01-13,"30 o menos","F","Sputnik","Público nacional",18,0,NA,0
"234",2021-01-13,"30 o menos","M","Sputnik","Privado",30,0,NA,0
"235",2021-01-13,"30 o menos","M","Sputnik","Público",36,0,NA,0
"236",2021-01-13,"30 o menos","M","Sputnik","Público nacional",13,0,NA,0
"237",2021-01-13,"31 a 40","F","Sputnik","Privado",88,0,NA,0
"238",2021-01-13,"31 a 40","F","Sputnik","Público",194,0,NA,0
"239",2021-01-13,"31 a 40","F","Sputnik","Público nacional",41,0,NA,0
"240",2021-01-13,"31 a 40","M","Sputnik","Privado",53,0,NA,0
"241",2021-01-13,"31 a 40","M","Sputnik","Público",91,0,NA,0
"242",2021-01-13,"31 a 40","M","Sputnik","Público nacional",20,0,NA,0
"243",2021-01-13,"41 a 50","F","Sputnik","Privado",54,0,NA,0
"244",2021-01-13,"41 a 50","F","Sputnik","Público",148,0,NA,0
"245",2021-01-13,"41 a 50","F","Sputnik","Público nacional",32,0,NA,0
"246",2021-01-13,"41 a 50","M","Sputnik","Privado",21,0,NA,0
"247",2021-01-13,"41 a 50","M","Sputnik","Público",89,0,NA,0
"248",2021-01-13,"41 a 50","M","Sputnik","Público nacional",18,0,NA,0
"249",2021-01-13,"51 a 60","F","Sputnik","Privado",25,0,NA,0
"250",2021-01-13,"51 a 60","F","Sputnik","Público",115,0,NA,0
"251",2021-01-13,"51 a 60","F","Sputnik","Público nacional",14,0,NA,0
"252",2021-01-13,"51 a 60","M","Sputnik","Privado",15,0,NA,0
"253",2021-01-13,"51 a 60","M","Sputnik","Público",66,0,NA,0
"254",2021-01-13,"51 a 60","M","Sputnik","Público nacional",12,0,NA,0
"255",2021-01-13,"61 a 70","M","Sputnik","Público",1,0,NA,0
"256",2021-01-14,"30 o menos","F","Sputnik","Privado",80,0,NA,0
"257",2021-01-14,"30 o menos","F","Sputnik","Público",146,0,NA,0
"258",2021-01-14,"30 o menos","F","Sputnik","Público nacional",53,0,NA,0
"259",2021-01-14,"30 o menos","M","Sputnik","Privado",45,0,NA,0
"260",2021-01-14,"30 o menos","M","Sputnik","Público",98,0,NA,0
"261",2021-01-14,"30 o menos","M","Sputnik","Público nacional",26,0,NA,0
"262",2021-01-14,"31 a 40","F","Sputnik","Privado",161,0,NA,0
"263",2021-01-14,"31 a 40","F","Sputnik","Público",265,0,NA,0
"264",2021-01-14,"31 a 40","F","Sputnik","Público nacional",60,0,NA,0
"265",2021-01-14,"31 a 40","M","Sputnik","Privado",116,0,NA,0
"266",2021-01-14,"31 a 40","M","Sputnik","Público",135,0,NA,0
"267",2021-01-14,"31 a 40","M","Sputnik","Público nacional",41,0,NA,0
"268",2021-01-14,"41 a 50","F","Sputnik","Privado",117,0,NA,0
"269",2021-01-14,"41 a 50","F","Sputnik","Público",235,0,NA,0
"270",2021-01-14,"41 a 50","F","Sputnik","Público nacional",42,0,NA,0
"271",2021-01-14,"41 a 50","M","Sputnik","Privado",50,0,NA,0
"272",2021-01-14,"41 a 50","M","Sputnik","Público",138,0,NA,0
"273",2021-01-14,"41 a 50","M","Sputnik","Público nacional",28,0,NA,0
"274",2021-01-14,"51 a 60","F","Sputnik","Privado",54,0,NA,0
"275",2021-01-14,"51 a 60","F","Sputnik","Público",173,0,NA,0
"276",2021-01-14,"51 a 60","F","Sputnik","Público nacional",27,0,NA,0
"277",2021-01-14,"51 a 60","M","Sputnik","Privado",27,0,NA,0
"278",2021-01-14,"51 a 60","M","Sputnik","Público",82,0,NA,0
"279",2021-01-14,"51 a 60","M","Sputnik","Público nacional",12,0,NA,0
"280",2021-01-14,"61 a 70","F","Sputnik","Público",1,0,NA,0
"281",2021-01-15,"30 o menos","F","Sputnik","Privado",157,0,NA,0
"282",2021-01-15,"30 o menos","F","Sputnik","Público",256,0,NA,0
"283",2021-01-15,"30 o menos","F","Sputnik","Público nacional",37,0,NA,0
"284",2021-01-15,"30 o menos","M","Sputnik","Privado",69,0,NA,0
"285",2021-01-15,"30 o menos","M","Sputnik","Público",130,0,NA,0
"286",2021-01-15,"30 o menos","M","Sputnik","Público nacional",16,0,NA,0
"287",2021-01-15,"31 a 40","F","Sputnik","Privado",251,0,NA,0
"288",2021-01-15,"31 a 40","F","Sputnik","Público",469,0,NA,0
"289",2021-01-15,"31 a 40","F","Sputnik","Público nacional",50,0,NA,0
"290",2021-01-15,"31 a 40","M","Sputnik","Privado",160,0,NA,0
"291",2021-01-15,"31 a 40","M","Sputnik","Público",278,0,NA,0
"292",2021-01-15,"31 a 40","M","Sputnik","Público nacional",27,0,NA,0
"293",2021-01-15,"41 a 50","F","Sputnik","Privado",164,0,NA,0
"294",2021-01-15,"41 a 50","F","Sputnik","Público",396,0,NA,0
"295",2021-01-15,"41 a 50","F","Sputnik","Público nacional",51,0,NA,0
"296",2021-01-15,"41 a 50","M","Sputnik","Privado",95,0,NA,0
"297",2021-01-15,"41 a 50","M","Sputnik","Público",180,0,NA,0
"298",2021-01-15,"41 a 50","M","Sputnik","Público nacional",31,0,NA,0
"299",2021-01-15,"51 a 60","F","Sputnik","Privado",72,0,NA,0
"300",2021-01-15,"51 a 60","F","Sputnik","Público",283,0,NA,0
"301",2021-01-15,"51 a 60","F","Sputnik","Público nacional",27,0,NA,0
"302",2021-01-15,"51 a 60","M","Sputnik","Privado",48,0,NA,0
"303",2021-01-15,"51 a 60","M","Sputnik","Público",146,0,NA,0
"304",2021-01-15,"51 a 60","M","Sputnik","Público nacional",12,0,NA,0
"305",2021-01-15,"61 a 70","F","Sputnik","Privado",2,0,NA,0
"306",2021-01-15,"61 a 70","F","Sputnik","Público",1,0,NA,0
"307",2021-01-16,"30 o menos","F","Sputnik","Privado",41,0,NA,0
"308",2021-01-16,"30 o menos","F","Sputnik","Público",99,0,NA,0
"309",2021-01-16,"30 o menos","F","Sputnik","Público nacional",13,0,NA,0
"310",2021-01-16,"30 o menos","M","Sputnik","Privado",21,0,NA,0
"311",2021-01-16,"30 o menos","M","Sputnik","Público",68,0,NA,0
"312",2021-01-16,"30 o menos","M","Sputnik","Público nacional",7,0,NA,0
"313",2021-01-16,"31 a 40","F","Sputnik","Privado",95,0,NA,0
"314",2021-01-16,"31 a 40","F","Sputnik","Público",205,0,NA,0
"315",2021-01-16,"31 a 40","F","Sputnik","Público nacional",27,0,NA,0
"316",2021-01-16,"31 a 40","M","Sputnik","Privado",56,0,NA,0
"317",2021-01-16,"31 a 40","M","Sputnik","Público",101,0,NA,0
"318",2021-01-16,"31 a 40","M","Sputnik","Público nacional",19,0,NA,0
"319",2021-01-16,"41 a 50","F","Sputnik","Privado",35,0,NA,0
"320",2021-01-16,"41 a 50","F","Sputnik","Público",190,0,NA,0
"321",2021-01-16,"41 a 50","F","Sputnik","Público nacional",18,0,NA,0
"322",2021-01-16,"41 a 50","M","Sputnik","Privado",20,0,NA,0
"323",2021-01-16,"41 a 50","M","Sputnik","Público",96,0,NA,0
"324",2021-01-16,"41 a 50","M","Sputnik","Público nacional",5,0,NA,0
"325",2021-01-16,"51 a 60","F","Sputnik","Privado",22,0,NA,0
"326",2021-01-16,"51 a 60","F","Sputnik","Público",102,0,NA,0
"327",2021-01-16,"51 a 60","F","Sputnik","Público nacional",8,0,NA,0
"328",2021-01-16,"51 a 60","M","Sputnik","Privado",16,0,NA,0
"329",2021-01-16,"51 a 60","M","Sputnik","Público",61,0,NA,0
"330",2021-01-16,"51 a 60","M","Sputnik","Público nacional",5,0,NA,0
"331",2021-01-17,"30 o menos","F","Sputnik","Privado",49,0,NA,0
"332",2021-01-17,"30 o menos","F","Sputnik","Público",36,0,NA,0
"333",2021-01-17,"30 o menos","F","Sputnik","Público nacional",8,0,NA,0
"334",2021-01-17,"30 o menos","M","Sputnik","Privado",24,0,NA,0
"335",2021-01-17,"30 o menos","M","Sputnik","Público",25,0,NA,0
"336",2021-01-17,"30 o menos","M","Sputnik","Público nacional",17,0,NA,0
"337",2021-01-17,"31 a 40","F","Sputnik","Privado",96,0,NA,0
"338",2021-01-17,"31 a 40","F","Sputnik","Público",107,0,NA,0
"339",2021-01-17,"31 a 40","F","Sputnik","Público nacional",11,0,NA,0
"340",2021-01-17,"31 a 40","M","Sputnik","Privado",40,0,NA,0
"341",2021-01-17,"31 a 40","M","Sputnik","Público",60,0,NA,0
"342",2021-01-17,"31 a 40","M","Sputnik","Público nacional",13,0,NA,0
"343",2021-01-17,"41 a 50","F","Sputnik","Privado",40,0,NA,0
"344",2021-01-17,"41 a 50","F","Sputnik","Público",100,0,NA,0
"345",2021-01-17,"41 a 50","F","Sputnik","Público nacional",13,0,NA,0
"346",2021-01-17,"41 a 50","M","Sputnik","Privado",20,0,NA,0
"347",2021-01-17,"41 a 50","M","Sputnik","Público",41,0,NA,0
"348",2021-01-17,"41 a 50","M","Sputnik","Público nacional",11,0,NA,0
"349",2021-01-17,"51 a 60","F","Sputnik","Privado",16,0,NA,0
"350",2021-01-17,"51 a 60","F","Sputnik","Público",59,0,NA,0
"351",2021-01-17,"51 a 60","F","Sputnik","Público nacional",9,0,NA,0
"352",2021-01-17,"51 a 60","M","Sputnik","Privado",10,0,NA,0
"353",2021-01-17,"51 a 60","M","Sputnik","Público",23,0,NA,0
"354",2021-01-17,"51 a 60","M","Sputnik","Público nacional",1,0,NA,0
"355",2021-01-18,"30 o menos","F","Sputnik","Privado",6,0,NA,0
"356",2021-01-18,"30 o menos","F","Sputnik","Público",31,0,NA,0
"357",2021-01-18,"30 o menos","F","Sputnik","Público nacional",17,0,NA,0
"358",2021-01-18,"30 o menos","M","Sputnik","Privado",4,0,NA,0
"359",2021-01-18,"30 o menos","M","Sputnik","Público",15,0,NA,0
"360",2021-01-18,"30 o menos","M","Sputnik","Público nacional",9,0,NA,0
"361",2021-01-18,"31 a 40","F","Sputnik","Privado",25,0,NA,0
